Province,Region,Island Group,Municipality/City,Geographic Level,Country
Lanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Madalum,Municipality,Philippines
Lanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Madamba,Municipality,Philippines
Lanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Maguing,Municipality,Philippines
Lanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Malabang,Municipality,Philippines
Lanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Marantao,Municipality,Philippines
Lanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Marogong,Municipality,Philippines
Lanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Masiu,Municipality,Philippines
Lanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Mulondo,Municipality,Philippines
Lanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Pagayawan,Municipality,Philippines
Lanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Piagapo,Municipality,Philippines
Lanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Picong,Municipality,Philippines
Lanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Poona Bayabao,Municipality,Philippines
Lanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Pualas,Municipality,Philippines
Lanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Saguiaran,Municipality,Philippines
Lanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Sultan Dumalondong,Municipality,Philippines
Lanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Tagoloan II,Municipality,Philippines
Lanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Tamparan,Municipality,Philippines
Lanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Taraka,Municipality,Philippines
Lanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Tubaran,Municipality,Philippines
Lanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Tugaya,Municipality,Philippines
Lanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Wao,Municipality,Philippines
Maguindanao del Norte,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Barira,Municipality,Philippines
Maguindanao del Norte,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Buldon,Municipality,Philippines
Maguindanao del Norte,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,City of Cotabato,Independent_component_city,Philippines
Maguindanao del Norte,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Datu Blah T. Sinsuat,Municipality,Philippines
Maguindanao del Norte,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Datu Odin Sinsuat,Municipality,Philippines
Maguindanao del Norte,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Kabuntalan,Municipality,Philippines
Maguindanao del Norte,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Matanog,Municipality,Philippines
Maguindanao del Norte,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Northern Kabuntalan,Municipality,Philippines
Maguindanao del Norte,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Parang,Municipality,Philippines
Maguindanao del Norte,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Sultan Kudarat,Municipality,Philippines
Maguindanao del Norte,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Sultan Mastura,Municipality,Philippines
Maguindanao del Norte,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Talitay,Municipality,Philippines
Maguindanao del Norte,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Upi,Municipality,Philippines
Maguindanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Ampatuan,Municipality,Philippines
Maguindanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Buluan,Municipality,Philippines
Maguindanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Datu Abdullah Sangki,Municipality,Philippines
Maguindanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Datu Anggal Midtimbang,Municipality,Philippines
Maguindanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Datu Hoffer Ampatuan,Municipality,Philippines
Maguindanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Datu Paglas,Municipality,Philippines
Maguindanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Datu Piang,Municipality,Philippines
Maguindanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Datu Salibo,Municipality,Philippines
Maguindanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Datu Saudi Ampatuan,Municipality,Philippines
Maguindanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Datu Unsay,Municipality,Philippines
Maguindanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Gen. S.K. Pendatun,Municipality,Philippines
Maguindanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Guindulungan,Municipality,Philippines
Maguindanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Mamasapano,Municipality,Philippines
Maguindanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Mangudadatu,Municipality,Philippines
Maguindanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Pagagawan,Municipality,Philippines
Maguindanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Pagalungan,Municipality,Philippines
Maguindanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Paglat,Municipality,Philippines
Maguindanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Pandag,Municipality,Philippines
Maguindanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Rajah Buayan,Municipality,Philippines
Maguindanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Shariff Aguak,Municipality,Philippines
Maguindanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Shariff Saydona Mustapha,Municipality,Philippines
Maguindanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,South Upi,Municipality,Philippines
Maguindanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Sultan Sa Barongis,Municipality,Philippines
Maguindanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Talayan,Municipality,Philippines
Tawi-Tawi,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Bongao,Municipality,Philippines
Tawi-Tawi,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Languyan,Municipality,Philippines
Tawi-Tawi,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Mapun,Municipality,Philippines
Tawi-Tawi,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Panglima Sugala,Municipality,Philippines
Tawi-Tawi,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Sapa-Sapa,Municipality,Philippines
Tawi-Tawi,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Sibutu,Municipality,Philippines
Tawi-Tawi,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Simunul,Municipality,Philippines
Tawi-Tawi,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Sitangkai,Municipality,Philippines
Tawi-Tawi,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,South Ubian,Municipality,Philippines
Tawi-Tawi,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Tandubas,Municipality,Philippines
Tawi-Tawi,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Mindanao,Turtle Islands,Municipality,Philippines
Abra,Cordillera Administrative Region (CAR),Luzon,Bangued,Municipality,Philippines
Abra,Cordillera Administrative Region (CAR),Luzon,Boliney,Municipality,Philippines
Abra,Cordillera Administrative Region (CAR),Luzon,Bucay,Municipality,Philippines
Abra,Cordillera Administrative Region (CAR),Luzon,Bucloc,Municipality,Philippines
Abra,Cordillera Administrative Region (CAR),Luzon,Daguioman,Municipality,Philippines
Abra,Cordillera Administrative Region (CAR),Luzon,Danglas,Municipality,Philippines
Abra,Cordillera Administrative Region (CAR),Luzon,Dolores,Municipality,Philippines
Abra,Cordillera Administrative Region (CAR),Luzon,La Paz,Municipality,Philippines
Abra,Cordillera Administrative Region (CAR),Luzon,Lacub,Municipality,Philippines
Abra,Cordillera Administrative Region (CAR),Luzon,Lagangilang,Municipality,Philippines
Abra,Cordillera Administrative Region (CAR),Luzon,Lagayan,Municipality,Philippines
Abra,Cordillera Administrative Region (CAR),Luzon,Langiden,Municipality,Philippines
Abra,Cordillera Administrative Region (CAR),Luzon,Licuan-Baay,Municipality,Philippines
Abra,Cordillera Administrative Region (CAR),Luzon,Luba,Municipality,Philippines
Abra,Cordillera Administrative Region (CAR),Luzon,Malibcong,Municipality,Philippines
Abra,Cordillera Administrative Region (CAR),Luzon,Manabo,Municipality,Philippines
Abra,Cordillera Administrative Region (CAR),Luzon,Peñarrubia,Municipality,Philippines
Abra,Cordillera Administrative Region (CAR),Luzon,Pidigan,Municipality,Philippines
Abra,Cordillera Administrative Region (CAR),Luzon,Pilar,Municipality,Philippines
Abra,Cordillera Administrative Region (CAR),Luzon,Sallapadan,Municipality,Philippines
Abra,Cordillera Administrative Region (CAR),Luzon,San Isidro,Municipality,Philippines
Abra,Cordillera Administrative Region (CAR),Luzon,San Juan,Municipality,Philippines
Abra,Cordillera Administrative Region (CAR),Luzon,San Quintin,Municipality,Philippines
Abra,Cordillera Administrative Region (CAR),Luzon,Tayum,Municipality,Philippines
Abra,Cordillera Administrative Region (CAR),Luzon,Tineg,Municipality,Philippines
Abra,Cordillera Administrative Region (CAR),Luzon,Tubo,Municipality,Philippines
Abra,Cordillera Administrative Region (CAR),Luzon,Villaviciosa,Municipality,Philippines
Apayao,Cordillera Administrative Region (CAR),Luzon,Calanasan,Municipality,Philippines
Apayao,Cordillera Administrative Region (CAR),Luzon,Conner,Municipality,Philippines
Apayao,Cordillera Administrative Region (CAR),Luzon,Flora,Municipality,Philippines
Apayao,Cordillera Administrative Region (CAR),Luzon,Kabugao,Municipality,Philippines
Apayao,Cordillera Administrative Region (CAR),Luzon,Luna,Municipality,Philippines
Apayao,Cordillera Administrative Region (CAR),Luzon,Pudtol,Municipality,Philippines
Apayao,Cordillera Administrative Region (CAR),Luzon,Santa Marcela,Municipality,Philippines
Benguet,Cordillera Administrative Region (CAR),Luzon,Atok,Municipality,Philippines
Benguet,Cordillera Administrative Region (CAR),Luzon,Bakun,Municipality,Philippines
Benguet,Cordillera Administrative Region (CAR),Luzon,Bokod,Municipality,Philippines
Benguet,Cordillera Administrative Region (CAR),Luzon,Buguias,Municipality,Philippines
Benguet,Cordillera Administrative Region (CAR),Luzon,Itogon,Municipality,Philippines
Benguet,Cordillera Administrative Region (CAR),Luzon,Kabayan,Municipality,Philippines
Benguet,Cordillera Administrative Region (CAR),Luzon,Kapangan,Municipality,Philippines
Benguet,Cordillera Administrative Region (CAR),Luzon,Kibungan,Municipality,Philippines
Benguet,Cordillera Administrative Region (CAR),Luzon,La Trinidad,Municipality,Philippines
Benguet,Cordillera Administrative Region (CAR),Luzon,Mankayan,Municipality,Philippines
Benguet,Cordillera Administrative Region (CAR),Luzon,Sablan,Municipality,Philippines
Benguet,Cordillera Administrative Region (CAR),Luzon,Tuba,Municipality,Philippines
Benguet,Cordillera Administrative Region (CAR),Luzon,Tublay,Municipality,Philippines
Ifugao,Cordillera Administrative Region (CAR),Luzon,Aguinaldo,Municipality,Philippines
Ifugao,Cordillera Administrative Region (CAR),Luzon,Alfonso Lista,Municipality,Philippines
Ifugao,Cordillera Administrative Region (CAR),Luzon,Asipulo,Municipality,Philippines
Ifugao,Cordillera Administrative Region (CAR),Luzon,Banaue,Municipality,Philippines
Ifugao,Cordillera Administrative Region (CAR),Luzon,Hingyon,Municipality,Philippines
Ifugao,Cordillera Administrative Region (CAR),Luzon,Hungduan,Municipality,Philippines
Ifugao,Cordillera Administrative Region (CAR),Luzon,Kiangan,Municipality,Philippines
Ifugao,Cordillera Administrative Region (CAR),Luzon,Lagawe,Municipality,Philippines
Ifugao,Cordillera Administrative Region (CAR),Luzon,Lamut,Municipality,Philippines
Ifugao,Cordillera Administrative Region (CAR),Luzon,Mayoyao,Municipality,Philippines
Ifugao,Cordillera Administrative Region (CAR),Luzon,Tinoc,Municipality,Philippines
Kalinga,Cordillera Administrative Region (CAR),Luzon,Balbalan,Municipality,Philippines
Kalinga,Cordillera Administrative Region (CAR),Luzon,City of Tabuk,Component_city,Philippines
Kalinga,Cordillera Administrative Region (CAR),Luzon,Lubuagan,Municipality,Philippines
Kalinga,Cordillera Administrative Region (CAR),Luzon,Pasil,Municipality,Philippines
Kalinga,Cordillera Administrative Region (CAR),Luzon,Pinukpuk,Municipality,Philippines
Kalinga,Cordillera Administrative Region (CAR),Luzon,Rizal,Municipality,Philippines
Kalinga,Cordillera Administrative Region (CAR),Luzon,Tanudan,Municipality,Philippines
Kalinga,Cordillera Administrative Region (CAR),Luzon,Tinglayan,Municipality,Philippines
Mountain Province,Cordillera Administrative Region (CAR),Luzon,Barlig,Municipality,Philippines
Mountain Province,Cordillera Administrative Region (CAR),Luzon,Bauko,Municipality,Philippines
Mountain Province,Cordillera Administrative Region (CAR),Luzon,Besao,Municipality,Philippines
Mountain Province,Cordillera Administrative Region (CAR),Luzon,Bontoc,Municipality,Philippines
Mountain Province,Cordillera Administrative Region (CAR),Luzon,Natonin,Municipality,Philippines
Mountain Province,Cordillera Administrative Region (CAR),Luzon,Paracelis,Municipality,Philippines
Mountain Province,Cordillera Administrative Region (CAR),Luzon,Sabangan,Municipality,Philippines
Mountain Province,Cordillera Administrative Region (CAR),Luzon,Sadanga,Municipality,Philippines
Mountain Province,Cordillera Administrative Region (CAR),Luzon,Sagada,Municipality,Philippines
Mountain Province,Cordillera Administrative Region (CAR),Luzon,Tadian,Municipality,Philippines
Marinduque,MIMAROPA Region,Luzon,Boac,Municipality,Philippines
Marinduque,MIMAROPA Region,Luzon,Buenavista,Municipality,Philippines
Marinduque,MIMAROPA Region,Luzon,Gasan,Municipality,Philippines
Marinduque,MIMAROPA Region,Luzon,Mogpog,Municipality,Philippines
Marinduque,MIMAROPA Region,Luzon,Santa Cruz,Municipality,Philippines
Marinduque,MIMAROPA Region,Luzon,Torrijos,Municipality,Philippines
Occidental Mindoro,MIMAROPA Region,Luzon,Abra De Ilog,Municipality,Philippines
Occidental Mindoro,MIMAROPA Region,Luzon,Calintaan,Municipality,Philippines
Occidental Mindoro,MIMAROPA Region,Luzon,Looc,Municipality,Philippines
Occidental Mindoro,MIMAROPA Region,Luzon,Lubang,Municipality,Philippines
Occidental Mindoro,MIMAROPA Region,Luzon,Magsaysay,Municipality,Philippines
Occidental Mindoro,MIMAROPA Region,Luzon,Mamburao,Municipality,Philippines
Occidental Mindoro,MIMAROPA Region,Luzon,Paluan,Municipality,Philippines
Occidental Mindoro,MIMAROPA Region,Luzon,Rizal,Municipality,Philippines
Occidental Mindoro,MIMAROPA Region,Luzon,Sablayan,Municipality,Philippines
Occidental Mindoro,MIMAROPA Region,Luzon,San Jose,Municipality,Philippines
Occidental Mindoro,MIMAROPA Region,Luzon,Santa Cruz,Municipality,Philippines
Oriental Mindoro,MIMAROPA Region,Luzon,Baco,Municipality,Philippines
Oriental Mindoro,MIMAROPA Region,Luzon,Bansud,Municipality,Philippines
Oriental Mindoro,MIMAROPA Region,Luzon,Bongabong,Municipality,Philippines
Oriental Mindoro,MIMAROPA Region,Luzon,Bulalacao,Municipality,Philippines
Oriental Mindoro,MIMAROPA Region,Luzon,City of Calapan,Component_city,Philippines
Oriental Mindoro,MIMAROPA Region,Luzon,Gloria,Municipality,Philippines
Oriental Mindoro,MIMAROPA Region,Luzon,Mansalay,Municipality,Philippines
Oriental Mindoro,MIMAROPA Region,Luzon,Naujan,Municipality,Philippines
Oriental Mindoro,MIMAROPA Region,Luzon,Pinamalayan,Municipality,Philippines
Oriental Mindoro,MIMAROPA Region,Luzon,Pola,Municipality,Philippines
Oriental Mindoro,MIMAROPA Region,Luzon,Puerto Galera,Municipality,Philippines
Oriental Mindoro,MIMAROPA Region,Luzon,Roxas,Municipality,Philippines
Oriental Mindoro,MIMAROPA Region,Luzon,San Teodoro,Municipality,Philippines
Oriental Mindoro,MIMAROPA Region,Luzon,Socorro,Municipality,Philippines
Oriental Mindoro,MIMAROPA Region,Luzon,Victoria,Municipality,Philippines
Palawan,MIMAROPA Region,Luzon,Aborlan,Municipality,Philippines
Palawan,MIMAROPA Region,Luzon,Agutaya,Municipality,Philippines
Palawan,MIMAROPA Region,Luzon,Araceli,Municipality,Philippines
Palawan,MIMAROPA Region,Luzon,Balabac,Municipality,Philippines
Palawan,MIMAROPA Region,Luzon,Bataraza,Municipality,Philippines
Palawan,MIMAROPA Region,Luzon,Brooke's Point,Municipality,Philippines
Palawan,MIMAROPA Region,Luzon,Busuanga,Municipality,Philippines
Palawan,MIMAROPA Region,Luzon,Cagayancillo,Municipality,Philippines
Palawan,MIMAROPA Region,Luzon,Coron,Municipality,Philippines
Palawan,MIMAROPA Region,Luzon,Culion,Municipality,Philippines
Palawan,MIMAROPA Region,Luzon,Cuyo,Municipality,Philippines
Palawan,MIMAROPA Region,Luzon,Dr. Jose P. Rizal,Municipality,Philippines
Palawan,MIMAROPA Region,Luzon,Dumaran,Municipality,Philippines
Palawan,MIMAROPA Region,Luzon,El Nido,Municipality,Philippines
Palawan,MIMAROPA Region,Luzon,Kalayaan,Municipality,Philippines
Palawan,MIMAROPA Region,Luzon,Linapacan,Municipality,Philippines
Palawan,MIMAROPA Region,Luzon,Magsaysay,Municipality,Philippines
Palawan,MIMAROPA Region,Luzon,Narra,Municipality,Philippines
Palawan,MIMAROPA Region,Luzon,Quezon,Municipality,Philippines
Palawan,MIMAROPA Region,Luzon,Roxas,Municipality,Philippines
Palawan,MIMAROPA Region,Luzon,San Vicente,Municipality,Philippines
Palawan,MIMAROPA Region,Luzon,Sofronio Española,Municipality,Philippines
Palawan,MIMAROPA Region,Luzon,Taytay,Municipality,Philippines
Romblon,MIMAROPA Region,Luzon,Alcantara,Municipality,Philippines
Romblon,MIMAROPA Region,Luzon,Banton,Municipality,Philippines
Romblon,MIMAROPA Region,Luzon,Cajidiocan,Municipality,Philippines
Romblon,MIMAROPA Region,Luzon,Calatrava,Municipality,Philippines
Romblon,MIMAROPA Region,Luzon,Concepcion,Municipality,Philippines
Romblon,MIMAROPA Region,Luzon,Corcuera,Municipality,Philippines
Romblon,MIMAROPA Region,Luzon,Ferrol,Municipality,Philippines
Romblon,MIMAROPA Region,Luzon,Looc,Municipality,Philippines
Romblon,MIMAROPA Region,Luzon,Magdiwang,Municipality,Philippines
Romblon,MIMAROPA Region,Luzon,Odiongan,Municipality,Philippines
Romblon,MIMAROPA Region,Luzon,Romblon,Municipality,Philippines
Romblon,MIMAROPA Region,Luzon,San Agustin,Municipality,Philippines
Romblon,MIMAROPA Region,Luzon,San Andres,Municipality,Philippines
Romblon,MIMAROPA Region,Luzon,San Fernando,Municipality,Philippines
Romblon,MIMAROPA Region,Luzon,San Jose,Municipality,Philippines
Romblon,MIMAROPA Region,Luzon,Santa Fe,Municipality,Philippines
Romblon,MIMAROPA Region,Luzon,Santa Maria,Municipality,Philippines
Caloocan,National Capital Region,Luzon,City of Caloocan,Highly Urbanized City,Philippines
Las Piñas,National Capital Region,Luzon,City of Las Piñas,Highly Urbanized City,Philippines
Makati,National Capital Region,Luzon,City of Makati,Highly Urbanized City,Philippines
Malabon,National Capital Region,Luzon,City of Malabon,Highly Urbanized City,Philippines
Mandaluyong,National Capital Region,Luzon,City of Mandaluyong,Highly Urbanized City,Philippines
Manila,National Capital Region,Luzon,City of Manila,Highly Urbanized City,Philippines
Marikina,National Capital Region,Luzon,City of Marikina,Highly Urbanized City,Philippines
Muntinlupa,National Capital Region,Luzon,City of Muntinlupa,Highly Urbanized City,Philippines
Navotas,National Capital Region,Luzon,City of Navotas,Highly Urbanized City,Philippines
Parañaque,National Capital Region,Luzon,City of Parañaque,Highly Urbanized City,Philippines
Pasay,National Capital Region,Luzon,City of Pasay,Highly Urbanized City,Philippines
Pasig,National Capital Region,Luzon,City of Pasig,Highly Urbanized City,Philippines
Pateros,National Capital Region,Luzon,Pateros,Municipality,Philippines
Quezon City,National Capital Region,Luzon,Quezon City,Highly Urbanized City,Philippines
San Juan,National Capital Region,Luzon,City of San Juan,Highly Urbanized City,Philippines
Taguig,National Capital Region,Luzon,City of Taguig,Highly Urbanized City,Philippines
Valenzuela,National Capital Region,Luzon,City of Valenzuela,Highly Urbanized City,Philippines
Negros Occidental,Negros Island Region (NIR),Visayas,Binalbagan,Municipality,Philippines
Negros Occidental,Negros Island Region (NIR),Visayas,Calatrava,Municipality,Philippines
Negros Occidental,Negros Island Region (NIR),Visayas,Candoni,Municipality,Philippines
Negros Occidental,Negros Island Region (NIR),Visayas,Cauayan,Municipality,Philippines
Negros Occidental,Negros Island Region (NIR),Visayas,City of Bago,Component_city,Philippines
Negros Occidental,Negros Island Region (NIR),Visayas,City of Cadiz,Component_city,Philippines
Negros Occidental,Negros Island Region (NIR),Visayas,City of Escalante,Component_city,Philippines
Negros Occidental,Negros Island Region (NIR),Visayas,City of Himamaylan,Component_city,Philippines
Negros Occidental,Negros Island Region (NIR),Visayas,City of Kabankalan,Component_city,Philippines
Negros Occidental,Negros Island Region (NIR),Visayas,City of La Carlota,Component_city,Philippines
Negros Occidental,Negros Island Region (NIR),Visayas,City of Sagay,Component_city,Philippines
Negros Occidental,Negros Island Region (NIR),Visayas,City of San Carlos,Component_city,Philippines
Negros Occidental,Negros Island Region (NIR),Visayas,City of Silay,Component_city,Philippines
Negros Occidental,Negros Island Region (NIR),Visayas,City of Sipalay,Component_city,Philippines
Negros Occidental,Negros Island Region (NIR),Visayas,City of Talisay,Component_city,Philippines
Negros Occidental,Negros Island Region (NIR),Visayas,City of Victorias,Component_city,Philippines
Negros Occidental,Negros Island Region (NIR),Visayas,Enrique B. Magalona,Municipality,Philippines
Negros Occidental,Negros Island Region (NIR),Visayas,Hinigaran,Municipality,Philippines
Negros Occidental,Negros Island Region (NIR),Visayas,Hinoba-an,Municipality,Philippines
Negros Occidental,Negros Island Region (NIR),Visayas,Ilog,Municipality,Philippines
Negros Occidental,Negros Island Region (NIR),Visayas,Isabela,Municipality,Philippines
Negros Occidental,Negros Island Region (NIR),Visayas,La Castellana,Municipality,Philippines
Negros Occidental,Negros Island Region (NIR),Visayas,Manapla,Municipality,Philippines
Negros Occidental,Negros Island Region (NIR),Visayas,Moises Padilla,Municipality,Philippines
Negros Occidental,Negros Island Region (NIR),Visayas,Murcia,Municipality,Philippines
